SAMPLE	SPECIES_NAME_PRINT	FAMILY	TRIBE	SUPERTRIBE	GENUS	Type_status	loci_remaining
SRR13013420	Physaria filiformis	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		84
SRR13013421	Physaria filiformis	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		88
S3754	Physaria floribunda	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		998
S2107	Physaria fremontii	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1208
S2305	Physaria geyeri	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		427
S3143	Physaria globosa	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1217
S3156	Physaria gooddingii	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1186
23R45	Physaria gordonii	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1125
S2301	Physaria gracilis	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1115
S3152	Physaria grahamii	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1050
S3099	Physaria hemiphysaria	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1189
S4012	Physaria hitchcockii	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1111
S3070	Physaria humilis	Brassicaceae	Physarieae	Camelinodae (I)	Physaria	Topotype?	1076
S3102	Physaria inflata	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		78
S2288	Physaria intermedia	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1182
S3977	Physaria johnstonii	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1194
S2426	Physaria kingii	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1013
S3107	Physaria klausii	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1170
S3056	Physaria lateralis	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1122
S2935	Physaria lepidota	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1027
S3076	Physaria lesicii	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1179
S4110	Physaria lindheimeri	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1166
S2154	Physaria ludoviciana	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1122
S2944	Physaria macrocarpa	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		792
S2729	Physaria mcvaughiana	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1189
S2283	Physaria mendocina	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1100
S3039	Physaria mexicana	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1164
S3114	Physaria mirandiana	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		68
23R37	Physaria montana	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1138
S2092	Physaria multiceps	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		942
S3020	Physaria navajoensis	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1112
S3007	Physaria nelsonii	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		675
S2420	Physaria newberryi	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1024
S3106	Physaria obcordata	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		950
S2932	Physaria obdeltata	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		982
S2090	Physaria occidentalis	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1108
S3030	Physaria okanensis	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1142
S2566	Physaria oregona	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1111
S2279	Physaria ovalifolia	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1147
ERR2560532	Physaria ovalifolia	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		180
24P87	Physaria ovalifolia	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1142
ERR2560531	Physaria ovalifolia	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		203
ERR2560533	Physaria ovalifolia	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		111
ERR2560534	Physaria ovalifolia	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		114
S3117	Physaria pachyphylla	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1168
S2909	Physaria pallida	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1140
S2573	Physaria parviflora	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1163
S2527	Physaria parvula	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1128
S2521	Physaria pendula	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1125
S3975	Physaria peninsularis	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1172
S2517	Physaria pinetorum	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1170
S3025	Physaria prostrata	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1116
S2905	Physaria pruinosa	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1216
S2524	Physaria pueblensis	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1185
S3013	Physaria pulvinata	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1110
SRR8528362	Physaria purpurea	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		899
S2454	Physaria pycnantha	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1113
S2907	Physaria pygmaea	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1041
S2508	Physaria rectipes	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1187
S4080	Physaria recurvata	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1107
24P86	Physaria reediana	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1136
S3934	Physaria reediana	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1186
S2408	Physaria rollinsii	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		884
23R50	Physaria rollinsii	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1107
S2247	Physaria rosei	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1140
S2411	Physaria saximontana	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1008
S2241	Physaria schaffneri	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		872
S2928	Physaria scrotiformis	Brassicaceae	Physarieae	Camelinodae (I)	Physaria	Paratype	1152
S2921	Physaria sessilis	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1198
S2239	Physaria spatulata	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		723
S3036	Physaria subumbellata	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1199
23R52	Physaria tenella	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1110
S2413	Physaria thamnophila	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1116
S2940	Physaria tumulosa	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1066
S2233	Physaria urbaniana	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1127
S2912	Physaria valida	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		
S3083	Physaria vicina	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1213
S2405	Physaria vitulifera	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1009
24P90	Physaria vitulifera	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1096
S2915	Physaria wyndii	Brassicaceae	Physarieae	Camelinodae (I)	Physaria		1166
S0430	Physoptychis caspica	Brassicaceae	Alysseae	Arabodae (IV)	Physoptychis		1056
S1168	Physorhynchus brahuicus	Brassicaceae	Brassiceae	Brassicodae (II)	Physorhynchus		1182
S0466	Physorhynchus brahuicus	Brassicaceae	Brassiceae	Brassicodae (II)	Physorhynchus		
S0431	Physorhynchus chamaerapistrum	Brassicaceae	Brassiceae	Brassicodae (II)	Physorhynchus		1162
SRR28153793	Physostemon guyanemsis	Cleomaceae			Physostemon		128
ERR7621956	Physostemon hasslerianus	Cleomaceae			Physostemon		750
SRR28153850	Physostemon hemsleyanus	Cleomaceae			Cleomella		166
SRR28153671	Physostemon lanceolatus	Cleomaceae			Physostemon		115
SRR28153670	Physostemon macrorhizus	Cleomaceae			Mitostylis		228
SRR28153661	Physostemon procumbens	Cleomaceae			Cleome		211
SRR28153595	Physostemon rotundifolius	Cleomaceae			Cleome		282
SRR28153922	Physostemon rotundifolius	Cleomaceae			Cleome		177
SRR28153596	Physostemon stenophyllus	Cleomaceae			Cleome		143
SRR28153932	Physostemon tenuifolius	Cleomaceae			Cleome		261
S1103	Plagioloba crenulata	Brassicaceae	Plagiolobeae	Brassicodae (II)	Plagioloba		1170
ERR4207773	Plagioloba crenulata	Brassicaceae	Plagiolobeae	Brassicodae (II)	Plagioloba		111
S1956	Plagioloba meyeri	Brassicaceae	Plagiolobeae	Brassicodae (II)	Plagioloba		1185
S2327	Plagioloba perfoliata	Brassicaceae	Plagiolobeae	Brassicodae (II)	Plagioloba		1202
SRR8528396	Plagioloba persica	Brassicaceae	Plagiolobeae	Brassicodae (II)	Plagioloba		884
S4212	Planodes mexicanum	Brassicaceae	Cardamineae	Camelinodae (I)	Planodes		1210
S0427	Planodes virginicum	Brassicaceae	Cardamineae	Camelinodae (I)	Planodes		1134
SRR28153686	Podandrogyne brachycarpa	Cleomaceae			Stylidocleome		
SRR28153839	Podandrogyne brachycarpa	Cleomaceae			Stylidocleome		
SRR28153935	Podandrogyne caucana	Cleomaceae			Podandrogyne		55
SRR28153915	Podandrogyne chiriquensis	Cleomaceae			Podandrogyne		
SRR28153889	Podandrogyne chocoensis	Cleomaceae			Podandrogyne		
SRR28153913	Podandrogyne coccinea	Cleomaceae			Cleome		
SRR28153615	Podandrogyne colombiana	Cleomaceae			Podandrogyne		
SRR28153619	Podandrogyne decipiens	Cleomaceae			Podandrogyne		56
SRR28153692	Podandrogyne decipiens	Cleomaceae			Podandrogyne		
SRR28153691	Podandrogyne densiflora	Cleomaceae			Cleome		65
SRR28153688	Podandrogyne flammea	Cleomaceae			Podandrogyne		
SRR28153751	Podandrogyne formosa	Cleomaceae			Cleome		102
SRR28153750	Podandrogyne glabra	Cleomaceae			Podandrogyne		106
SRR28153687	Podandrogyne glabra	Cleomaceae			Podandrogyne		103
SRR28153740	Podandrogyne jamesonii	Cleomaceae			Podandrogyne		78
SRR28153931	Podandrogyne laplanadae	Cleomaceae			Podandrogyne		
SRR28153735	Podandrogyne laxiflora	Cleomaceae			Podandrogyne		192
SRR28153729	Podandrogyne macrophylla	Cleomaceae			Podandrogyne		155
PAFTOL_019423	Podandrogyne mathewsii	Cleomaceae			Podandrogyne		884
SRR28153734	Podandrogyne mathewsii	Cleomaceae			Podandrogyne		
ERR7621957	Podandrogyne mathewsii subsp. mathewsii	Cleomaceae			Podandrogyne		884
SRR28153617	Podandrogyne matthewsii	Cleomaceae			Podandrogyne		
SRR28153731	Podandrogyne nutibarana	Cleomaceae			Podandrogyne		
SRR28153725	Podandrogyne ovalifoliolata	Cleomaceae			Podandrogyne		146
SRR28153733	Podandrogyne plurivalvis	Cleomaceae			Podandrogyne		178
SRR28153616	Podandrogyne pulcherrima	Cleomaceae			Podandrogyne		90
SRR28153637	Podandrogyne roseoleuca	Cleomaceae			Podandrogyne		146
SRR28153685	Podandrogyne sp	Cleomaceae			Podandrogyne		113
SRR28153612	Podandrogyne sp	Cleomaceae			Podandrogyne		
SRR28153736	Podandrogyne trichopus	Cleomaceae			Podandrogyne		71
SRR28153727	Podandrogyne unknown	Cleomaceae			Podandrogyne		
SRR28153626	Polanisia dodecandra	Cleomaceae			Polanisia		260
SRR28153831	Polanisia dodecandra	Cleomaceae			Polanisia		83
SRR28153701	Polanisia dodecandra	Cleomaceae			Polanisia		
ERR3487354	Polanisia dodecandra subsp. trachysperma	Cleomaceae			Polanisia		803
SRR28153930	Polanisia erosa	Cleomaceae			Cleome		136
SRR28153820	Polanisia erosa	Cleomaceae			Cleome		
ERR7621958	Polanisia jamesii	Cleomaceae			Polanisia		745
SRR28153703	Polanisia jamesii	Cleomaceae			Cleome		107
SRR28153929	Polanisia tenuifolia	Cleomaceae			Polanisia		265
SRR28153702	Polanisia uniglandulosa	Cleomaceae			Polanisia		50
S0301	Polyctenium fremontii	Brassicaceae	Boechereae	Camelinodae (I)	Polyctenium		1171
W2055	Polyctenium fremontii	Brassicaceae	Boechereae	Camelinodae (I)	Polyctenium		1208
S2409	Polypsecadium adscendens	Brassicaceae	Thelypodieae	Brassicodae (II)	Polypsecadium		
S1071	Polypsecadium adscendens	Brassicaceae	Thelypodieae	Brassicodae (II)	Polypsecadium		
S1570	Polypsecadium adscendens	Brassicaceae	Thelypodieae	Brassicodae (II)	Polypsecadium		
S1701	Polypsecadium adscendens	Brassicaceae	Thelypodieae	Brassicodae (II)	Polypsecadium		
S2960	Polypsecadium arnottianum	Brassicaceae	Thelypodieae	Brassicodae (II)	Polypsecadium		58
S0429	Polypsecadium harmsianum	Brassicaceae	Thelypodieae	Brassicodae (II)	Polypsecadium		
S0520	Polypsecadium solidagineum	Brassicaceae	Thelypodieae	Brassicodae (II)	Polypsecadium		
S1587	Polypsecadium solidagineum	Brassicaceae	Thelypodieae	Brassicodae (II)	Polypsecadium		
S1588	Pringlea antiscorbutica	Brassicaceae	Thelypodieae	Brassicodae (II)	Pringlea		460
S0382	Pringlea antiscorbutica	Brassicaceae	Thelypodieae	Brassicodae (II)	Pringlea		
S1317	Pringlea antiscorbutica	Brassicaceae	Thelypodieae	Brassicodae (II)	Pringlea		
S1522	Pringlea antiscorbutica	Brassicaceae	Thelypodieae	Brassicodae (II)	Pringlea		
S1580	Pringlea antiscorbutica	Brassicaceae	Thelypodieae	Brassicodae (II)	Pringlea		
S1331	Pseuderucaria clavata	Brassicaceae	Brassiceae	Brassicodae (II)	Pseuderucaria		1183
S4585	Pseuderucaria clavata	Brassicaceae	Brassiceae	Brassicodae (II)	Pseuderucaria		1202
S0958	Pseuderucaria clavata	Brassicaceae	Brassiceae	Brassicodae (II)	Pseuderucaria		
S2392	Pseuderucaria teretifolia	Brassicaceae	Brassiceae	Brassicodae (II)	Pseuderucaria		1070
S0721	Pseudoarabidopsis toxophylla	Brassicaceae	Unplaced	unplaced	Pseudoarabidopsis		112
S4201	Pseudoarabidopsis toxophylla	Brassicaceae	Unplaced	unplaced	Pseudoarabidopsis		1211
S4211	Pseudoarabidopsis toxophylla	Brassicaceae	Unplaced	unplaced	Pseudoarabidopsis		1200
S3963	Pseudocamelina campylopoda	Brassicaceae	Thlaspideae	Brassicodae (II)	Pseudocamelina	Isotype	1201
S0745	Pseudocamelina glaucophylla	Brassicaceae	Thlaspideae	Brassicodae (II)	Pseudocamelina		1218
S4067	Pseudocamelina kermanica	Brassicaceae	Thlaspideae	Brassicodae (II)	Pseudocamelina	Isotype	1171
S4189	Pseudocamelina kleinii	Brassicaceae	Thlaspideae	Brassicodae (II)	Pseudocamelina	Type	1208
S3839	Pseudocamelina kleinii	Brassicaceae	Thlaspideae	Brassicodae (II)	Pseudocamelina	Holotype	1208
S2977	Pseudocamelina kurdica	Brassicaceae	Thlaspideae	Brassicodae (II)	Pseudocamelina		1205
S1461	Pseudodraba hystrix	Brassicaceae	Arabideae	Arabodae (IV)	Pseudodraba		1125
HEID8009952	Pseudodraba hystrix	Brassicaceae	Arabideae	Arabodae (IV)	Pseudodraba		1163
S0835	Pseudodraba hystrix	Brassicaceae	Arabideae	Arabodae (IV)	Pseudodraba		
S0960	Pseudosempervivum aucheri	Brassicaceae	Coluteocarpeae	Brassicodae (II)	Pseudosempervivum		1151
S4380	Pseudosempervivum sempervivum	Brassicaceae	Coluteocarpeae	Brassicodae (II)	Pseudosempervivum	ISOTYPE	504
S4532	Pseudosempervivum sempervivum	Brassicaceae	Coluteocarpeae	Brassicodae (II)	Pseudosempervivum		1213
S2111	Pseudosempervivum sintenisii	Brassicaceae	Coluteocarpeae	Brassicodae (II)	Pseudosempervivum		
S2808	Pseudosempervivum sintenisii	Brassicaceae	Coluteocarpeae	Brassicodae (II)	Pseudosempervivum		1221
SRR8528384	Pseudoturritis turrita	Brassicaceae	Arabideae	Arabodae (IV)	Pseudoturritis		883
ERR2560537	Pseudoturritis turrita	Brassicaceae	Arabideae	Arabodae (IV)	Pseudoturritis		140
ERR2560536	Pseudoturritis turrita	Brassicaceae	Arabideae	Arabodae (IV)	Pseudoturritis		159
ERR2560535	Pseudoturritis turrita	Brassicaceae	Arabideae	Arabodae (IV)	Pseudoturritis		164
HEID8001063	Pseudoturritis turrita	Brassicaceae	Arabideae	Arabodae (IV)	Pseudoturritis		1132
ERR2990229	Pseudoturritis turrita	Brassicaceae	Arabideae	Arabodae (IV)	Pseudoturritis		105
SRR22964318	Pseudoturritis turrita	Brassicaceae	Arabideae	Arabodae (IV)	Pseudoturritis		111
S0381	Pseudovesicaria digitata	Brassicaceae	Thlaspideae	Brassicodae (II)	Pseudovesicaria		1045
S0380	Psychine stylosa	Brassicaceae	Brassiceae	Brassicodae (II)	Psychine		1177
S4045	Psychine stylosa	Brassicaceae	Brassiceae	Brassicodae (II)	Psychine		1181
SRR11653903	Psychine stylosa	Brassicaceae	Brassiceae	Brassicodae (II)	Psychine		114
ERR7621959	Pterocleome stylosa	Cleomaceae			Pterocleome		450
SRR28153609	Pterocleome stylosa	Cleomaceae			Cleome		
S1249	Pterygostemon spathulatus	Brassicaceae	Alysseae	Arabodae (IV)	Pterygostemon		1097
ERR7621960	Puccionia macradenia	Cleomaceae			Puccionia		1017
SRR15725280	Pugionium cornutum	Brassicaceae	Megacarpaeeae	Heliophilodae (V)	Pugionium		1071
SRR15725292	Pugionium cornutum	Brassicaceae	Megacarpaeeae	Heliophilodae (V)	Pugionium		1201
SRR15725253	Pugionium cornutum	Brassicaceae	Megacarpaeeae	Heliophilodae (V)	Pugionium		1077
SRR15725290	Pugionium cornutum	Brassicaceae	Megacarpaeeae	Heliophilodae (V)	Pugionium		1154
SRR15725256	Pugionium cornutum	Brassicaceae	Megacarpaeeae	Heliophilodae (V)	Pugionium		1206
SRR15725282	Pugionium cornutum	Brassicaceae	Megacarpaeeae	Heliophilodae (V)	Pugionium		1183
S0957	Pugionium cornutum	Brassicaceae	Megacarpaeeae	Heliophilodae (V)	Pugionium		1186
SRR15725288	Pugionium cornutum	Brassicaceae	Megacarpaeeae	Heliophilodae (V)	Pugionium		1186
SRR13336342	Pugionium dolabratum	Brassicaceae	Megacarpaeeae	Heliophilodae (V)	Pugionium		629
SRR13336349	Pugionium dolabratum	Brassicaceae	Megacarpaeeae	Heliophilodae (V)	Pugionium		1185
SRR13336344	Pugionium dolabratum	Brassicaceae	Megacarpaeeae	Heliophilodae (V)	Pugionium		120
SRR15725271	Pugionium dolabratum	Brassicaceae	Megacarpaeeae	Heliophilodae (V)	Pugionium		1203
SRR13336346	Pugionium dolabratum	Brassicaceae	Megacarpaeeae	Heliophilodae (V)	Pugionium		1208
SRR15725266	Pugionium dolabratum	Brassicaceae	Megacarpaeeae	Heliophilodae (V)	Pugionium		1192
SRR16248557	Pugionium dolabratum	Brassicaceae	Megacarpaeeae	Heliophilodae (V)	Pugionium		1197
S2564	Pugionium dolabratum	Brassicaceae	Megacarpaeeae	Heliophilodae (V)	Pugionium		1189
SRR13336347	Pugionium dolabratum	Brassicaceae	Megacarpaeeae	Heliophilodae (V)	Pugionium		1210
SRR15725278	Pugionium dolabratum	Brassicaceae	Megacarpaeeae	Heliophilodae (V)	Pugionium		1206
SRR15725272	Pugionium dolabratum	Brassicaceae	Megacarpaeeae	Heliophilodae (V)	Pugionium		1183
S2593	Pugionium pterocarpum	Brassicaceae	Megacarpaeeae	Heliophilodae (V)	Pugionium		1193
S1976	Pulvinatusia xuegulaensis	Brassicaceae	Crucihimalayeae	Camelinodae (I)	Pulvinatusia		1217
S1970	Pycnoplinthopsis bhutanica	Brassicaceae	Euclidieae	Hesperodae (III)	Pycnoplinthopsis		740
S4582	Pycnoplinthopsis bhutanica	Brassicaceae	Euclidieae	Hesperodae (III)	Pycnoplinthopsis		861
S4584	Pycnoplinthopsis bhutanica	Brassicaceae	Euclidieae	Hesperodae (III)	Pycnoplinthopsis		998
S1041	Pycnoplinthopsis bhutanica	Brassicaceae	Euclidieae	Hesperodae (III)	Pycnoplinthopsis		
S1476	Pycnoplinthopsis bhutanica	Brassicaceae	Euclidieae	Hesperodae (III)	Pycnoplinthopsis		
S0428	Pycnoplinthus uniflora	Brassicaceae	Euclidieae	Hesperodae (III)	Pycnoplinthus		928
S1458	Quezeliantha tibestica	Brassicaceae	Brassiceae	Brassicodae (II)	Quezeliantha	Isotype	931
S0897	Quidproquo confusum	Brassicaceae	Brassiceae	Brassicodae (II)	Quidproquo		1049
S3529	Raffenaldia platycarpa	Brassicaceae	Brassiceae	Brassicodae (II)	Raffenaldia		1167
S0667	Raffenaldia primuloides	Brassicaceae	Brassiceae	Brassicodae (II)	Raffenaldia		1164
S3840	Raphanus pugioniformis	Brassicaceae	Brassiceae	Brassicodae (II)	Raphanus	Syntype	1180
S4192	Raphanus pugioniformis	Brassicaceae	Brassiceae	Brassicodae (II)	Raphanus		1169
RB743	Raphanus raphanistrum	Brassicaceae	Brassiceae	Brassicodae (II)	Raphanus		1165
RB59	Raphanus raphanistrum	Brassicaceae	Brassiceae	Brassicodae (II)	Raphanus		1185
23R15	Raphanus raphanistrum	Brassicaceae	Brassiceae	Brassicodae (II)	Raphanus		1178
S1408	Raphanus raphanistrum	Brassicaceae	Brassiceae	Brassicodae (II)	Raphanus		1179
23R19	Raphanus raphanistrum	Brassicaceae	Brassiceae	Brassicodae (II)	Raphanus		1178
S4540	Raphanus raphanistrum subsp. landra	Brassicaceae	Brassiceae	Brassicodae (II)	Raphanus		1171
S4538	Raphanus raphanistrum subsp. landra	Brassicaceae	Brassiceae	Brassicodae (II)	Raphanus		1176
S4542	Raphanus raphanistrum subsp. landra	Brassicaceae	Brassiceae	Brassicodae (II)	Raphanus		1192
ERR1022742	Raphanus sativus	Brassicaceae	Brassiceae	Brassicodae (II)	Raphanus		715
ERR1022743	Raphanus sativus	Brassicaceae	Brassiceae	Brassicodae (II)	Raphanus		1004
SRR19171219	Raphanus sativus	Brassicaceae	Brassiceae	Brassicodae (II)	Raphanus		1191
SRR19171225	Raphanus sativus	Brassicaceae	Brassiceae	Brassicodae (II)	Raphanus		1178
S0583	Raphanus sativus	Brassicaceae	Brassiceae	Brassicodae (II)	Raphanus		1126
23R21	Raphanus sativus	Brassicaceae	Brassiceae	Brassicodae (II)	Raphanus		1183
SRR26380396	Raphanus sativus	Brassicaceae	Brassiceae	Brassicodae (II)	Raphanus		1215
ERR3966329	Raphanus sativus	Brassicaceae	Brassiceae	Brassicodae (II)	Raphanus		1217
SRR30808219	Raphanus sativus	Brassicaceae	Brassiceae	Brassicodae (II)	Raphanus		
S1525	Rapistrum perenne	Brassicaceae	Brassiceae	Brassicodae (II)	Rapistrum		931
S4048	Rapistrum perenne	Brassicaceae	Brassiceae	Brassicodae (II)	Rapistrum		1120
23R46	Rapistrum perenne	Brassicaceae	Brassiceae	Brassicodae (II)	Rapistrum		1121
S1421	Rapistrum rugosum	Brassicaceae	Brassiceae	Brassicodae (II)	Rapistrum		1103
S3909	Rapistrum rugosum	Brassicaceae	Brassiceae	Brassicodae (II)	Rapistrum		1177
S0378	Rapistrum rugosum	Brassicaceae	Brassiceae	Brassicodae (II)	Rapistrum		
S1394	Reseda alba	Resedaceae			Reseda		
S0620	Resetnikia triquetra	Brassicaceae	Alysseae	Arabodae (IV)	Resetnikia		989
S2474	Rhammatophyllum afghanicum	Brassicaceae	Euclidieae	Hesperodae (III)	Rhammatophyllum		1016
S0972	Rhammatophyllum afghanicum	Brassicaceae	Euclidieae	Hesperodae (III)	Rhammatophyllum		
S0480	Rhammatophyllum erysimoides	Brassicaceae	Euclidieae	Hesperodae (III)	Rhammatophyllum		1074
S1240	Rhammatophyllum gaudanense	Brassicaceae	Euclidieae	Hesperodae (III)	Rhammatophyllum		1118
S1365	Rhammatophyllum pachyrhizum	Brassicaceae	Euclidieae	Hesperodae (III)	Rhammatophyllum		1086
S0971	Rhammatophyllum pachyrhizum	Brassicaceae	Euclidieae	Hesperodae (III)	Rhammatophyllum		
S0479	Rhammatophyllum pseudoparrya	Brassicaceae	Euclidieae	Hesperodae (III)	Rhammatophyllum		1146
S1967	Rhamphospermum labasii	Brassicaceae	Brassiceae	Brassicodae (II)	Rhamphospermum		715
23Q94	Rhamphospermum pubescens	Brassicaceae	Brassiceae	Brassicodae (II)	Rhamphospermum		1128
S0906	Rhizobotrya alpina	Brassicaceae	Kernereae	Brassicodae (II)	Rhizobotrya		437
