ACCEPTED	FAMILY	SPECIES_NAME_PRINT	BIONOMIAL	SUBSP_VAR	SUBFAMILY	SUPERTRIBE	TRIBE_FULL	GENUS	GROWTH_FORM	WCVP_WGSRPD_LEVEL_1_native	WCVP_WGSRPD_LEVEL_2_native	WCVP_WGSRPD_LEVEL_3_native	Island_endemic	gbif_matchType	gbif_usageKey	checked_KasperH_if_not_ACCEPTED
Y	Brassicaceae	Camelina hispida var. grandiflora	Camelina hispida	var. grandiflora	Brassicoideae	Camelinodae (I)	Camelineae	Camelina	H			NA		EXACT	3042447	
Y	Brassicaceae	Camelina hispida var. hispida	Camelina hispida	var. hispida	Brassicoideae	Camelinodae (I)	Camelineae	Camelina	H			NA		EXACT	7225549	
Y	Brassicaceae	Camelina hispida var. lasiocarpa	Camelina hispida	var. lasiocarpa	Brassicoideae	Camelinodae (I)	Camelineae	Camelina	H			NA		EXACT	3042427	
Y	Brassicaceae	Camelina hispida var. stiefelhagenii	Camelina hispida	var. stiefelhagenii	Brassicoideae	Camelinodae (I)	Camelineae	Camelina	H			NA		EXACT	11369101	
Y	Brassicaceae	Camelina laxa	Camelina laxa		Brassicoideae	Camelinodae (I)	Camelineae	Camelina	H	3	33, 34	IRN, TCS, TUR		EXACT	3042396	
Y	Brassicaceae	Camelina microcarpa	Camelina microcarpa		Brassicoideae	Camelinodae (I)	Camelineae	Camelina	H	1, 2, 3	10, 11, 12, 13, 14, 20, 30, 32, 33, 34, 36, 37	ALB, ALG, ALT, AUT, BLR, BRY, BUL, CHI, CHM, CHN, CHX, CTA, CZE, DEN, FIN, FRA, GER, GRC, HUN, IRK, IRN, ITA, KAZ, KGZ, KRA, KRY, LBS, LBY, MON, MOR, NCS, POL, POR, ROM, RUC, RUE, RUS, SPA, SWE, SWI, TCS, TKM, TUN, TUR, TVA, TZK, UKR, UZB, WSB, YAK, YUG		EXACT	3042416	
Y	Brassicaceae	Camelina neglecta	Camelina neglecta		Brassicoideae	Camelinodae (I)	Camelineae	Camelina	H	1	12	FRA		EXACT	9864860	
Y	Brassicaceae	Camelina rumelica	Camelina rumelica		Brassicoideae	Camelinodae (I)	Camelineae	Camelina	H	1, 2, 3, 4	13, 14, 20, 32, 33, 34, 40	AFG, ALB, BUL, CYP, EGY, GRC, IRN, IRQ, KGZ, KRY, LBS, NCS, PAK, ROM, TCS, TKM, TUE, TUR, TZK, UKR, UZB, YUG		EXACT	3042439	
Y	Brassicaceae	Camelina rumelica subsp. rumelica	Camelina rumelica	subsp. rumelica	Brassicoideae	Camelinodae (I)	Camelineae	Camelina	H			NA		EXACT	3042441	
Y	Brassicaceae	Camelina rumelica subsp. transcaspica	Camelina rumelica	subsp. transcaspica	Brassicoideae	Camelinodae (I)	Camelineae	Camelina	H			NA		EXACT	3042443	
Y	Brassicaceae	Camelina sativa	Camelina sativa		Brassicoideae	Camelinodae (I)	Camelineae	Camelina	H	1, 3, 4	11, 13, 14, 30, 31, 32, 33, 34, 36, 37, 40	ALB, ALT, AMU, BRY, BUL, CHI, CHX, CTA, HUN, IRK, ITA, KGZ, KHA, KRA, KRY, LBS, MON, NCS, PRM, ROM, RUC, RUE, RUS, TCS, TKM, TUE, TUR, TVA, TZK, UKR, WHM, WSB, YAK		EXACT	9073641	
Y?	Brassicaceae	Camelina transbaicalensis	Camelina transbaicalensis		Brassicoideae	Camelinodae (I)	Camelineae	Camelina	H	1, 2, 3	10, 11, 12, 13, 14, 20, 30, 32, 33, 34, 36, 37	ALB, ALG, ALT, AUT, BLR, BRY, BUL, CHI, CHM, CHN, CHX, CTA, CZE, DEN, FIN, FRA, GER, GRC, HUN, IRK, IRN, ITA, KAZ, KGZ, KRA, KRY, LBS, LBY, MON, MOR, NCS, POL, POR, ROM, RUC, RUE, RUS, SPA, SWE, SWI, TCS, TKM, TUN, TUR, TVA, TZK, UKR, UZB, WSB, YAK, YUG		EXACT	3042442	
Y	Brassicaceae	Capsella bursa-pastoris	Capsella bursa-pastoris		Brassicoideae	Camelinodae (I)	Camelineae	Capsella	H	1, 2, 3, 4	10, 11, 12, 13, 14, 20, 30, 31, 32, 33, 34, 35, 36, 37, 38, 40	AFG, ALB, ALG, ALT, AMU, AUT, BAL, BGM, BLR, BLT, BRY, BUL, CHC, CHI, CHM, CHN, CHQ, CHS, CHT, CHX, COR, CTA, CYP, CZE, DEN, EAI, EGY, EHM, FIN, FOR, FRA, GER, GRC, GST, HUN, ICE, IND, IRK, IRN, IRQ, ITA, KAM, KAZ, KGZ, KHA, KOR, KRA, KRI, KRY, KUR, LBS, LBY, MAG, MON, MOR, NCS, NEP, NET, NOR, OMA, PAK, PAL, POL, POR, PRM, ROM, RUC, RUE, RUN, RUS, RUW, SAK, SAR, SAU, SIC, SIN, SPA, SWE, SWI, TCS, TKM, TUE, TUN, TUR, TVA, TZK, UKR, UZB, WHM, WSB, YAK, YEM, YUG		EXACT	5375388	
Y	Brassicaceae	Capsella grandiflora	Capsella grandiflora		Brassicoideae	Camelinodae (I)	Camelineae	Capsella	H	1, 3	13, 34	ALB, GRC, TUR		EXACT	5375387	
Y	Brassicaceae	Capsella orientalis	Capsella orientalis		Brassicoideae	Camelinodae (I)	Camelineae	Capsella	H	1, 3	14, 30, 32, 36, 37	ALT, CHX, KAZ, MON, RUC, RUE, RUS, UKR, WSB		EXACT	5375384	
Y	Brassicaceae	Capsella rubella	Capsella rubella		Brassicoideae	Camelinodae (I)	Camelineae	Capsella	H	1, 2, 3	11, 12, 13, 20, 34	ALB, ALG, BAL, BUL, COR, EAI, FRA, GRC, ITA, LBS, LBY, MOR, PAL, POR, SAR, SIC, SPA, SWI, TUE, TUN, TUR, YUG		EXACT	5375425	
Y	Brassicaceae	Capsella thracica	Capsella thracica		Brassicoideae	Camelinodae (I)	Camelineae	Capsella	H	1	13	BUL		EXACT	5375385	
Y	Brassicaceae	Catolobus pendulus	Catolobus pendulus		Brassicoideae	Camelinodae (I)	Camelineae	Catolobus	H	1, 3	14, 30, 31, 32, 36, 37, 38	ALT, AMU, BLR, BRY, CHC, CHI, CHM, CHN, CHQ, CHS, CHT, CHX, CTA, IRK, JAP, KAM, KAZ, KGZ, KHA, KOR, KRA, KUR, MAG, MON, PRM, RUC, RUE, RUN, RUS, SAK, TVA, UKR, WSB, YAK		EXACT	3688630	
Y	Brassicaceae	Neslia apiculata	Neslia apiculata		Brassicoideae	Camelinodae (I)	Camelineae	Neslia	H	1, 2, 3, 4	12, 13, 14, 20, 32, 33, 34, 35, 40	AFG, ALB, ALG, BAL, BUL, COR, CYP, EAI, EGY, FRA, GRC, IRN, IRQ, ITA, KAZ, KGZ, KRI, KRY, KUW, LBS, LBY, MOR, NCS, PAK, PAL, POR, SAR, SAU, SIC, SIN, SPA, TCS, TKM, TUE, TUN, TUR, TZK, UZB, YUG		EXACT	3047152	
Y	Brassicaceae	Neslia paniculata	Neslia paniculata		Brassicoideae	Camelinodae (I)	Camelineae	Neslia	H	1, 2, 3, 4	10, 11, 12, 13, 14, 20, 30, 31, 32, 33, 34, 35, 36, 37, 40	AFG, ALB, ALG, ALT, AMU, AUT, BAL, BLR, BLT, BRY, BUL, CHI, CHM, CHX, COR, CTA, CYP, CZE, DEN, EAI, EGY, FRA, GER, GRC, HUN, IRK, IRN, IRQ, ITA, KAM, KAZ, KGZ, KHA, KRA, KRI, KRY, KUW, LBS, LBY, MAG, MON, MOR, NCS, OMA, PAK, PAL, POL, POR, PRM, ROM, RUC, RUE, RUS, RUW, SAK, SAR, SAU, SIC, SIN, SPA, SWE, SWI, TCS, TKM, TUE, TUN, TUR, TVA, TZK, UKR, UZB, WHM, WSB, YAK, YUG		EXACT	9040863	
Y	Brassicaceae	Andrzeiowskia cardamine	Andrzeiowskia cardamine		Brassicoideae	Camelinodae (I)	Cardamineae	Andrzeiowskia	H	1, 3	13, 33, 34	BUL, CYP, LBS, NCS, TUE, TUR		EXACT	3048803	
Y	Brassicaceae	Aplanodes doidgeana	Aplanodes doidgeana		Brassicoideae	Camelinodae (I)	Cardamineae	Aplanodes	H	2	27	NAT		EXACT	5373587	
Y	Brassicaceae	Aplanodes sisymbrioides	Aplanodes sisymbrioides		Brassicoideae	Camelinodae (I)	Cardamineae	Aplanodes	H	2	27	CPP, LES		EXACT	5373585	
Y	Brassicaceae	Armoracia macrocarpa	Armoracia macrocarpa		Brassicoideae	Camelinodae (I)	Cardamineae	Armoracia	H	1	11, 13	BUL, CZE, HUN, ROM, YUG		EXACT	3041018	
Y	Brassicaceae	Armoracia rusticana	Armoracia rusticana		Brassicoideae	Camelinodae (I)	Cardamineae	Armoracia	H	1	14	RUS, UKR		EXACT	3041022	
Y	Brassicaceae	Armoracia sisymbrioides	Armoracia sisymbrioides		Brassicoideae	Camelinodae (I)	Cardamineae	Armoracia	H	1, 3	14, 30, 31, 32	ALT, BRY, CTA, IRK, KAZ, KRA, RUE, SAK, WSB, YAK		EXACT	3041020	
Y	Brassicaceae	Barbarea anfractuosa	Barbarea anfractuosa		Brassicoideae	Camelinodae (I)	Cardamineae	Barbarea	H	3	34	TUR		EXACT	11101275	
N	Brassicaceae	Barbarea arabica	Barbarea arabica		Brassicoideae	Camelinodae (I)	Cardamineae	Barbarea	H			NA		EXACT	5374643	
Y	Brassicaceae	Barbarea auriculata	Barbarea auriculata		Brassicoideae	Camelinodae (I)	Cardamineae	Barbarea	H	3	34	TUR		EXACT	5374611	
Y	Brassicaceae	Barbarea australis	Barbarea australis		Brassicoideae	Camelinodae (I)	Cardamineae	Barbarea	H	5	50	TAS	Y	EXACT	5374616	
Y	Brassicaceae	Barbarea balcana	Barbarea balcana		Brassicoideae	Camelinodae (I)	Cardamineae	Barbarea	H	1	13	ALB, BUL, GRC, YUG		EXACT	5374670	
Y	Brassicaceae	Barbarea bosniaca	Barbarea bosniaca		Brassicoideae	Camelinodae (I)	Cardamineae	Barbarea	H	1	13	YUG		EXACT	5374645	
Y	Brassicaceae	Barbarea brachycarpa	Barbarea brachycarpa		Brassicoideae	Camelinodae (I)	Cardamineae	Barbarea	H	3	32, 33, 34	IRN, IRQ, KAZ, LBS, NCS, TCS, TKM, TUR, UZB		EXACT	5374618	
Y	Brassicaceae	Barbarea brachycarpa subsp. brachycarpa var. brachycarpa	Barbarea brachycarpa	subsp. brachycarpa var. brachycarpa	Brassicoideae	Camelinodae (I)	Cardamineae	Barbarea	#N/A			NA		EXACT	7292384	
Y	Brassicaceae	Barbarea brachycarpa subsp. bracycarpa var. brachycarpa	Barbarea brachycarpa	subsp. bracycarpa var. brachycarpa	Brassicoideae	Camelinodae (I)	Cardamineae	Barbarea	H							
Y	Brassicaceae	Barbarea brachycarpa subsp. bracycarpa var. ilicifolia	Barbarea brachycarpa	subsp. bracycarpa var. ilicifolia	Brassicoideae	Camelinodae (I)	Cardamineae	Barbarea	H			NA		EXACT	5374622	
Y	Brassicaceae	Barbarea brachycarpa subsp. minor	Barbarea brachycarpa	subsp. minor	Brassicoideae	Camelinodae (I)	Cardamineae	Barbarea	H			NA		EXACT	6392443	
Y	Brassicaceae	Barbarea brachycarpa subsp. robusta	Barbarea brachycarpa	subsp. robusta	Brassicoideae	Camelinodae (I)	Cardamineae	Barbarea	H			NA		EXACT	5374631	
Y	Brassicaceae	Barbarea bracteosa	Barbarea bracteosa		Brassicoideae	Camelinodae (I)	Cardamineae	Barbarea	H	1, 2	12, 13, 20	ALB, ALG, BUL, FRA, GRC, ITA, SIC, YUG		EXACT	5374675	
Y	Brassicaceae	Barbarea duralii	Barbarea duralii		Brassicoideae	Camelinodae (I)	Cardamineae	Barbarea	H	3	34	TUR		EXACT	10760670	
Y	Brassicaceae	Barbarea grandiflora	Barbarea grandiflora		Brassicoideae	Camelinodae (I)	Cardamineae	Barbarea	H	3	33	NCS, TCS		EXACT	5374633	
Y	Brassicaceae	Barbarea grayi	Barbarea grayi		Brassicoideae	Camelinodae (I)	Cardamineae	Barbarea	H	5	50	NSW, VIC		EXACT	5374602	
Y	Brassicaceae	Barbarea hongii	Barbarea hongii		Brassicoideae	Camelinodae (I)	Cardamineae	Barbarea	H	3	36	CHM		EXACT	5374666	
Y	Brassicaceae	Barbarea integrifolia	Barbarea integrifolia		Brassicoideae	Camelinodae (I)	Cardamineae	Barbarea	H	3	33, 34	IRN, TCS, TUR		EXACT	5374634	
Y	Brassicaceae	Barbarea intermedia	Barbarea intermedia		Brassicoideae	Camelinodae (I)	Cardamineae	Barbarea	H	1, 2, 3, 4	11, 12, 13, 20, 24, 25, 36, 40	ALG, AUT, CHT, CHX, EHM, ETH, FRA, GER, ITA, KEN, MOR, NEP, PAK, POR, SPA, UGA, WHM, YUG		EXACT	5374635	
Y	Brassicaceae	Barbarea ketzkhovelii	Barbarea ketzkhovelii		Brassicoideae	Camelinodae (I)	Cardamineae	Barbarea	H	1, 3	13, 33	TCS, TUE		EXACT	5374603	
Y	Brassicaceae	Barbarea longirostris	Barbarea longirostris		Brassicoideae	Camelinodae (I)	Cardamineae	Barbarea	H	1	13	ALB, BUL, GRC, YUG		EXACT	5374667	
Y	Brassicaceae	Barbarea lutea	Barbarea lutea		Brassicoideae	Camelinodae (I)	Cardamineae	Barbarea	H	3	34	TUR		EXACT	5374641	
Y	Brassicaceae	Barbarea macrocarpa	Barbarea macrocarpa		Brassicoideae	Camelinodae (I)	Cardamineae	Barbarea	H	3	34	LBS		EXACT	5374639	
Y	Brassicaceae	Barbarea orthoceras	Barbarea orthoceras		Brassicoideae	Camelinodae (I)	Cardamineae	Barbarea	H	3, 7	30, 31, 36, 37, 38, 70, 71, 72, 73, 74, 75, 76, 77	ABT, ALT, ALU, AMU, ARI, ASK, BRC, BRY, CAL, CHI, CHM, CHN, CHX, COL, CTA, IDA, IRK, JAP, KAM, KHA, KOR, KRA, KUR, LAB, MAG, MAI, MAN, MIC, MIN, MNT, MON, NBR, NEV, NFL, NWH, NWM, NWT, ONT, ORE, PRM, QUE, SAK, SAS, SDA, TAI, UTA, WAS, WIS, WSB, WYO, YAK, YUK		EXACT	5374604	
Y	Brassicaceae	Barbarea plantaginea	Barbarea plantaginea		Brassicoideae	Camelinodae (I)	Cardamineae	Barbarea	H	3, 4	32, 33, 34, 40	AFG, IRN, IRQ, KAZ, LBS, NCS, PAK, TCS, TUR, TZK		EXACT	5374668	
Y	Brassicaceae	Barbarea platycarpa	Barbarea platycarpa		Brassicoideae	Camelinodae (I)	Cardamineae	Barbarea	H	3	34	TUR		EXACT	5374642	
Y	Brassicaceae	Barbarea rupicola	Barbarea rupicola		Brassicoideae	Camelinodae (I)	Cardamineae	Barbarea	H	1	12	COR, SAR	Y	EXACT	5374609	
Y	Brassicaceae	Barbarea sicula	Barbarea sicula		Brassicoideae	Camelinodae (I)	Cardamineae	Barbarea	H	1, 3	13, 34	GRC, ITA, LBS, SIC		EXACT	5374669	
Y	Brassicaceae	Barbarea stricta	Barbarea stricta		Brassicoideae	Camelinodae (I)	Cardamineae	Barbarea	H	1, 3	10, 11, 13, 14, 30, 32, 33, 36, 37	ALT, AUT, BLR, BLT, BRY, BUL, CHX, CTA, CZE, DEN, FIN, GRB, HUN, IRK, ITA, KAZ, KRA, MON, NCS, NET, NOR, POL, ROM, RUC, RUE, RUN, RUS, RUW, SWE, TCS, TVA, UKR, WSB, YAK, YUG		EXACT	5374614	
Y	Brassicaceae	Barbarea taiwaniana	Barbarea taiwaniana		Brassicoideae	Camelinodae (I)	Cardamineae	Barbarea	H	3	38	TAI	N	EXACT	5374644	
Y	Brassicaceae	Barbarea trichopoda	Barbarea trichopoda		Brassicoideae	Camelinodae (I)	Cardamineae	Barbarea	H	3	34	TUR		EXACT	5374617	
Y	Brassicaceae	Barbarea verna	Barbarea verna		Brassicoideae	Camelinodae (I)	Cardamineae	Barbarea	H	1, 2	12, 13, 21	AZO, COR, FRA, ITA, POR, SAR, SPA		EXACT	5374672	
Y	Brassicaceae	Barbarea vulgaris	Barbarea vulgaris		Brassicoideae	Camelinodae (I)	Cardamineae	Barbarea	H	1, 2, 3, 4	10, 11, 12, 13, 14, 20, 30, 32, 33, 34, 36, 37, 38, 40	AFG, ALB, ALG, ALT, AUT, BGM, BLR, BLT, BRY, BUL, CHM, CHX, COR, CTA, CZE, DEN, FRA, GER, GRB, GRC, HUN, IRE, IRK, IRQ, ITA, JAP, KAZ, KGZ, KOR, KRA, KRI, MON, NCS, NET, NNS, PAK, POL, POR, ROM, RUC, RUE, RUS, RUW, SAR, SIC, SPA, SWE, SWI, TCS, TKM, TUE, TUN, TUR, TVA, TZK, UKR, UZB, WHM, WSB, YUG		EXACT	5708780	
Y	Brassicaceae	Barbarea vulgaris subsp. arcuata	Barbarea vulgaris	subsp. arcuata	Brassicoideae	Camelinodae (I)	Cardamineae	Barbarea	H			NA		EXACT	5374656	
Y	Brassicaceae	Barbarea vulgaris subsp. vulgaris	Barbarea vulgaris	subsp. vulgaris	Brassicoideae	Camelinodae (I)	Cardamineae	Barbarea	H							
Y	Brassicaceae	Bengt-jonsellia laurentii	Bengt-Jonsellia laurentii		Brassicoideae	Camelinodae (I)	Cardamineae	Bengt-Jonsellia	H	2	29	MDG	N	EXACT	11075371	
Y	Brassicaceae	Bengt-jonsellia tsaratananae	Bengt-Jonsellia tsaratananae		Brassicoideae	Camelinodae (I)	Cardamineae	Bengt-Jonsellia	H	2	29	MDG	N	EXACT	11035441	
Y	Brassicaceae	Cardamine ×enriquei	Cardamine enriquei ×		Brassicoideae	Camelinodae (I)	Cardamineae	Cardamine	H					EXACT	3692783	
Y	Brassicaceae	Cardamine ×paxiana	Cardamine paxiana ×		Brassicoideae	Camelinodae (I)	Cardamineae	Cardamine	H					EXACT	3045936	
Y	Brassicaceae	Cardamine abchasica	Cardamine abchasica		Brassicoideae	Camelinodae (I)	Cardamineae	Cardamine	H	3	33, 34	NCS, TCS, TUR		EXACT	3690030	
Y	Brassicaceae	Cardamine acris	Cardamine acris		Brassicoideae	Camelinodae (I)	Cardamineae	Cardamine	H	1	13	ALB, BUL, GRC, ITA, YUG		EXACT	3046041	
Y	Brassicaceae	Cardamine acris subsp. acris	Cardamine acris	subsp. acris	Brassicoideae	Camelinodae (I)	Cardamineae	Cardamine	H							
Y	Brassicaceae	Cardamine acris subsp. pindicola	Cardamine acris	subsp. pindicola	Brassicoideae	Camelinodae (I)	Cardamineae	Cardamine	H			NA		EXACT	3690016	
Y	Brassicaceae	Cardamine acris subsp. vardousiae	Cardamine acris	subsp. vardousiae	Brassicoideae	Camelinodae (I)	Cardamineae	Cardamine	H			NA		EXACT	3690010	
Y	Brassicaceae	Cardamine adriatica	Cardamine adriatica		Brassicoideae	Camelinodae (I)	Cardamineae	Cardamine	H	1	13	YUG		EXACT	8234378	
Y	Brassicaceae	Cardamine africana	Cardamine africana		Brassicoideae	Camelinodae (I)	Cardamineae	Cardamine	H	2, 3, 4, 8	23, 24, 25, 26, 27, 29, 35, 40, 42, 43, 80, 82, 83, 84, 85	AGE, AGW, BOL, BUR, BZL, BZS, CLM, CLS, CMN, COM, COS, CPP, ECU, ELS, ETH, GGI, GUA, HON, IND, JAW, KEN, LSI, MDG, MOL, NAT, NWG, OFS, REU, RWA, SRL, SUD, SUM, SWZ, TAN, TVL, UGA, VEN, YEM, ZAI, ZIM		EXACT	3046202	
Y	Brassicaceae	Cardamine alalata	Cardamine alalata		Brassicoideae	Camelinodae (I)	Cardamineae	Cardamine	H	5	51	NZS	N	EXACT	10824812	
Y	Brassicaceae	Cardamine albertii	Cardamine albertii		Brassicoideae	Camelinodae (I)	Cardamineae	Cardamine	H	8	83	CLM		EXACT	3046136	
Y	Brassicaceae	Cardamine alpina	Cardamine alpina		Brassicoideae	Camelinodae (I)	Cardamineae	Cardamine	H	1	11, 12, 13	AUT, FRA, GER, ITA, SPA, SWI		EXACT	3046160	
Y	Brassicaceae	Cardamine alticola	Cardamine alticola		Brassicoideae	Camelinodae (I)	Cardamineae	Cardamine	H	5	51	NZS	N	EXACT	10700585	
Y	Brassicaceae	Cardamine altigena	Cardamine altigena		Brassicoideae	Camelinodae (I)	Cardamineae	Cardamine	H	4	43	NWG	N	EXACT	3046075	
Y	Brassicaceae	Cardamine amara	Cardamine amara		Brassicoideae	Camelinodae (I)	Cardamineae	Cardamine	H	1, 3	10, 11, 12, 13, 14, 30, 32, 33, 34	ALB, ALT, AUT, BGM, BLR, BLT, BUL, COR, CZE, DEN, FIN, FRA, GER, GRB, GRC, HUN, IRE, ITA, KAZ, NCS, NET, NOR, POL, ROM, RUC, RUE, RUN, RUS, RUW, SPA, SWE, SWI, TUR, UKR, WSB, YUG		EXACT	3046044	
Y	Brassicaceae	Cardamine amara subsp. amara	Cardamine amara	subsp. amara	Brassicoideae	Camelinodae (I)	Cardamineae	Cardamine	H			NA		EXACT	7225653	
Y	Brassicaceae	Cardamine amara subsp. austriaca	Cardamine amara	subsp. austriaca	Brassicoideae	Camelinodae (I)	Cardamineae	Cardamine	H			NA		EXACT	3046051	
Y	Brassicaceae	Cardamine amara subsp. balcanica	Cardamine amara	subsp. balcanica	Brassicoideae	Camelinodae (I)	Cardamineae	Cardamine	H			NA		EXACT	3046052	
Y	Brassicaceae	Cardamine amara subsp. opicii	Cardamine amara	subsp. opicii	Brassicoideae	Camelinodae (I)	Cardamineae	Cardamine	H			NA		EXACT	3046046	
Y	Brassicaceae	Cardamine amara subsp. pyrenaea	Cardamine amara	subsp. pyrenaea	Brassicoideae	Camelinodae (I)	Cardamineae	Cardamine	H			NA		EXACT	3046053	
Y	Brassicaceae	Cardamine amariformis	Cardamine amariformis		Brassicoideae	Camelinodae (I)	Cardamineae	Cardamine	H	3	31, 38	JAP, KOR, KUR, PRM, SAK		EXACT	8039024	
Y	Brassicaceae	Cardamine amplexicaulis	Cardamine amplexicaulis		Brassicoideae	Camelinodae (I)	Cardamineae	Cardamine	H	1	12	SPA		EXACT	3045800	
Y	Brassicaceae	Cardamine amporitana	Cardamine amporitana		Brassicoideae	Camelinodae (I)	Cardamineae	Cardamine	H	1	12	SPA		EXACT	3046050	
Y	Brassicaceae	Cardamine anemonoides	Cardamine anemonoides		Brassicoideae	Camelinodae (I)	Cardamineae	Cardamine	H	3	38	JAP		EXACT	3045835	
Y	Brassicaceae	Cardamine angulata	Cardamine angulata		Brassicoideae	Camelinodae (I)	Cardamineae	Cardamine	H	7	70, 71, 73, 76	ASK, BRC, CAL, ORE, WAS		EXACT	3045801	
Y	Brassicaceae	Cardamine angustata	Cardamine angustata		Brassicoideae	Camelinodae (I)	Cardamineae	Cardamine	H	7	75, 78	ALA, ARK, DEL, GEO, INI, KTY, MRY, MSI, NCA, NWJ, OHI, PEN, SCA, TEN, VRG, WDC, WVA		EXACT	3045786	
Y	Brassicaceae	Cardamine apennina	Cardamine apennina		Brassicoideae	Camelinodae (I)	Cardamineae	Cardamine	H	1	13	ITA		EXACT	3045940	
Y	Brassicaceae	Cardamine appendiculata	Cardamine appendiculata		Brassicoideae	Camelinodae (I)	Cardamineae	Cardamine	H	3	38	JAP	N	EXACT	3045694	
Y	Brassicaceae	Cardamine arakiana	Cardamine arakiana		Brassicoideae	Camelinodae (I)	Cardamineae	Cardamine	H	3	38	JAP	N	EXACT	3045654	
Y	Brassicaceae	Cardamine armoracioides	Cardamine armoracioides		Brassicoideae	Camelinodae (I)	Cardamineae	Cardamine	H	8	82, 83	CLM, VEN		EXACT	3045633	
Y	Brassicaceae	Cardamine asarifolia	Cardamine asarifolia		Brassicoideae	Camelinodae (I)	Cardamineae	Cardamine	H	1	11, 12, 13	FRA, ITA, SPA, SWI		EXACT	3046257	
Y	Brassicaceae	Cardamine aschersoniana	Cardamine aschersoniana		Brassicoideae	Camelinodae (I)	Cardamineae	Cardamine	H	8	82, 83	CLM, VEN		EXACT	3046237	
Y	Brassicaceae	Cardamine astoniae	Cardamine astoniae		Brassicoideae	Camelinodae (I)	Cardamineae	Cardamine	H	5	50	NSW, TAS, VIC		EXACT	3693804	
Y	Brassicaceae	Cardamine auriculata	Cardamine auriculata		Brassicoideae	Camelinodae (I)	Cardamineae	Cardamine	H	7	79	MXE		EXACT	3045915	
Y	Brassicaceae	Cardamine autumnalis	Cardamine autumnalis		Brassicoideae	Camelinodae (I)	Cardamineae	Cardamine	H	3, 4	36, 38, 40, 41, 42	ASS, BAN, CHC, CHI, CHM, CHN, CHQ, CHS, CHT, CHX, EHM, IND, JAP, JAW, LAO, MLY, MOL, MYA, NEP, PAK, PHI, SUL, SUM, TAI, THA, VIE, WHM		EXACT	3046250	
Y	Brassicaceae	Cardamine baldensis	Cardamine baldensis		Brassicoideae	Camelinodae (I)	Cardamineae	Cardamine								
Y	Brassicaceae	Cardamine balnearia	Cardamine balnearia		Brassicoideae	Camelinodae (I)	Cardamineae	Cardamine	H	8	80	GUA		EXACT	3046186	
Y	Brassicaceae	Cardamine barbareoides	Cardamine barbareoides		Brassicoideae	Camelinodae (I)	Cardamineae	Cardamine	H	1	13	GRC		FUZZY	3693750	Y
Y	Brassicaceae	Cardamine basicola	Cardamine basicola		Brassicoideae	Camelinodae (I)	Cardamineae	Cardamine	H	5	51	NZS	N	EXACT	10840621	
Y	Brassicaceae	Cardamine battagliae	Cardamine battagliae		Brassicoideae	Camelinodae (I)	Cardamineae	Cardamine	H	1	13	ITA		EXACT	3693742	
Y	Brassicaceae	Cardamine bellidifolia	Cardamine bellidifolia		Brassicoideae	Camelinodae (I)	Cardamineae	Cardamine	H	1, 3, 7	10, 11, 12, 13, 14, 30, 31, 32, 36, 37, 38, 70, 71, 72, 73, 75, 76	ABT, ALT, ALU, AMU, ASK, AUT, BRC, BRY, CAL, CHX, CTA, FIN, FRA, GER, GNL, ICE, IRK, ITA, KAM, KAZ, KHA, KOR, KRA, LAB, MAG, MAI, MON, NFL, NOR, NUN, NWH, NWT, ORE, PRM, QUE, RUE, RUN, SAK, SPA, SVA, SWE, SWI, TVA, WAS, WSB, YAK, YUK		EXACT	3046155	
Y	Brassicaceae	Cardamine bilobata	Cardamine bilobata		Brassicoideae	Camelinodae (I)	Cardamineae	Cardamine	H	5	51	NZS	N	EXACT	3046123	
Y	Brassicaceae	Cardamine bipinnata	Cardamine bipinnata		Brassicoideae	Camelinodae (I)	Cardamineae	Cardamine	H	3	33	NCS, TCS		EXACT	3046071	
Y	Brassicaceae	Cardamine bisetosa	Cardamine bisetosa		Brassicoideae	Camelinodae (I)	Cardamineae	Cardamine	H	5	51	NZN	N	EXACT	10751590	
Y	Brassicaceae	Cardamine blaisdellii	Cardamine blaisdellii		Brassicoideae	Camelinodae (I)	Cardamineae	Cardamine	H	3, 7	31, 70	ASK, MAG		EXACT	3046025	
Y	Brassicaceae	Cardamine bodinieri	Cardamine bodinieri		Brassicoideae	Camelinodae (I)	Cardamineae	Cardamine	H	3	36	CHC		EXACT	3045917	
Y	Brassicaceae	Cardamine bonariensis	Cardamine bonariensis		Brassicoideae	Camelinodae (I)	Cardamineae	Cardamine	H	7, 8	79, 80, 82, 83, 84, 85	AGE, AGS, AGW, BOL, BZL, BZS, CLC, CLM, CLN, CLS, COS, ECU, GUA, HON, JNF, MXC, MXE, MXG, MXS, MXT, PAR, PER, URU, VEN		EXACT	3045965	
Y	Brassicaceae	Cardamine breweri	Cardamine breweri		Brassicoideae	Camelinodae (I)	Cardamineae	Cardamine	H	7	71, 73, 76, 79	BRC, CAL, COL, IDA, MNT, MXE, MXN, NEV, ORE, UTA, WAS, WYO		EXACT	3045946	
